cell_id,edge_lo,edge_hi,direction_filter,confidence_filter,series_filter,side_filter,split,n_bets,wins,losses,roi_flat,roi_boot_lb,roi_boot_ub,log_loss_model,log_loss_pinnacle,delta_log_loss,brier_model,brier_pinnacle,ece,clv_avg,clv_pos_rate,clv_n,clv_match_rate,clv_informative
edge3-8|agree-with-pinnacle|all|ATP500|model-fav,3.0,8.0,agree-with-pinnacle,all,ATP500,model-fav,pooled_2022_2024,4.0,3.0,1.0,11.25,,,0.4975,0.5288,-0.0313,0.159,0.1708,0.3696,,,4.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|model-fav,3.0,8.0,agree-with-pinnacle,all,ATP500,model-fav,2022,3.0,3.0,0.0,48.3333,,,0.3329,0.4196,-0.0867,0.0802,0.1174,0.2831,,,3.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|model-fav,3.0,8.0,agree-with-pinnacle,all,ATP500,model-fav,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|agree-with-pinnacle|all|ATP500|model-fav,3.0,8.0,agree-with-pinnacle,all,ATP500,model-fav,2024,1.0,0.0,1.0,-100.0,,,0.9915,0.8566,0.135,0.3956,0.3311,0.629,,,1.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|model-dog,3.0,8.0,agree-with-pinnacle,all,ATP500,model-dog,pooled_2022_2024,9.0,3.0,6.0,-19.4444,-73.8889,61.4444,0.5956,0.5893,0.0063,0.2048,0.2025,0.1284,,,9.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|model-dog,3.0,8.0,agree-with-pinnacle,all,ATP500,model-dog,2022,1.0,1.0,0.0,152.0,,,0.8502,0.9536,-0.1034,0.3279,0.3778,0.5727,,,1.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|model-dog,3.0,8.0,agree-with-pinnacle,all,ATP500,model-dog,2023,4.0,0.0,4.0,-100.0,,,0.4111,0.364,0.0471,0.1172,0.0964,0.3313,,,4.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|model-dog,3.0,8.0,agree-with-pinnacle,all,ATP500,model-dog,2024,4.0,2.0,2.0,18.25,,,0.7165,0.7234,-0.007,0.2616,0.2649,0.0421,,,4.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|both,3.0,8.0,agree-with-pinnacle,all,ATP500,both,pooled_2022_2024,13.0,6.0,7.0,-10.0,-65.7692,46.8462,0.5654,0.5707,-0.0052,0.1907,0.1928,0.1458,,,13.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|both,3.0,8.0,agree-with-pinnacle,all,ATP500,both,2022,4.0,4.0,0.0,74.25,,,0.4622,0.5531,-0.0909,0.1421,0.1825,0.3555,,,4.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|both,3.0,8.0,agree-with-pinnacle,all,ATP500,both,2023,4.0,0.0,4.0,-100.0,,,0.4111,0.364,0.0471,0.1172,0.0964,0.3313,,,4.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP500|both,3.0,8.0,agree-with-pinnacle,all,ATP500,both,2024,5.0,2.0,3.0,-5.4,-100.0,89.8,0.7715,0.7501,0.0214,0.2884,0.2781,0.1594,,,5.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|model-fav,3.0,8.0,agree-with-pinnacle,all,Masters1000,model-fav,pooled_2022_2024,27.0,17.0,10.0,2.6667,-28.0741,32.8519,0.6451,0.6489,-0.0038,0.2267,0.2284,0.08,,,27.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|model-fav,3.0,8.0,agree-with-pinnacle,all,Masters1000,model-fav,2022,9.0,6.0,3.0,8.1111,-45.1111,58.8889,0.6452,0.6524,-0.0072,0.2241,0.2288,0.1852,,,9.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|model-fav,3.0,8.0,agree-with-pinnacle,all,Masters1000,model-fav,2023,7.0,4.0,3.0,-8.4286,-76.4286,42.7143,0.6729,0.6649,0.008,0.2399,0.236,0.1685,,,7.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|model-fav,3.0,8.0,agree-with-pinnacle,all,Masters1000,model-fav,2024,11.0,7.0,4.0,5.2727,-42.3636,47.4545,0.6272,0.6358,-0.0086,0.2205,0.2232,0.0851,,,11.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|model-dog,3.0,8.0,agree-with-pinnacle,all,Masters1000,model-dog,pooled_2022_2024,21.0,3.0,18.0,-58.1429,-100.0,-5.4762,0.558,0.5249,0.0332,0.1841,0.1686,0.2363,,,21.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|model-dog,3.0,8.0,agree-with-pinnacle,all,Masters1000,model-dog,2022,4.0,1.0,3.0,-36.25,,,0.5303,0.5207,0.0097,0.1729,0.1694,0.1927,,,4.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|model-dog,3.0,8.0,agree-with-pinnacle,all,Masters1000,model-dog,2023,8.0,2.0,6.0,-22.0,-100.0,63.0,0.627,0.609,0.0179,0.217,0.2082,0.1185,,,8.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|model-dog,3.0,8.0,agree-with-pinnacle,all,Masters1000,model-dog,2024,9.0,0.0,9.0,-100.0,-100.0,-100.0,0.509,0.4519,0.0571,0.1599,0.1331,0.3972,,,9.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|both,3.0,8.0,agree-with-pinnacle,all,Masters1000,both,pooled_2022_2024,48.0,20.0,28.0,-23.9375,-50.75,2.875,0.607,0.5946,0.0124,0.2081,0.2022,0.0909,,,48.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|both,3.0,8.0,agree-with-pinnacle,all,Masters1000,both,2022,13.0,7.0,6.0,-5.5385,-55.8462,45.3077,0.6099,0.6119,-0.002,0.2084,0.2105,0.1485,,,13.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|both,3.0,8.0,agree-with-pinnacle,all,Masters1000,both,2023,15.0,6.0,9.0,-15.6667,-69.8,46.5333,0.6484,0.6351,0.0133,0.2277,0.2212,0.0518,,,15.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|Masters1000|both,3.0,8.0,agree-with-pinnacle,all,Masters1000,both,2024,20.0,7.0,13.0,-42.1,-75.75,-7.5,0.574,0.553,0.021,0.1932,0.1826,0.1754,,,20.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|model-fav,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,model-fav,pooled_2022_2024,72.0,41.0,31.0,-8.5278,-26.375,9.5833,0.6647,0.6564,0.0082,0.2371,0.2325,0.1269,,,72.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|model-fav,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,model-fav,2022,28.0,18.0,10.0,1.2143,-25.9286,27.25,0.6173,0.6226,-0.0054,0.2142,0.2159,0.1142,,,28.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|model-fav,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,model-fav,2023,21.0,13.0,8.0,0.7143,-32.5714,31.619,0.6226,0.6303,-0.0077,0.2174,0.2198,0.1256,,,21.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|model-fav,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,model-fav,2024,23.0,10.0,13.0,-28.8261,-59.8696,4.8261,0.7607,0.7215,0.0392,0.283,0.2644,0.2127,,,23.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|model-dog,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,model-dog,pooled_2022_2024,65.0,17.0,48.0,-29.8769,-57.9231,1.5692,0.6003,0.5837,0.0167,0.2056,0.1979,0.126,,,65.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|model-dog,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,model-dog,2022,18.0,4.0,14.0,-39.0556,-86.0,23.6111,0.5583,0.5427,0.0156,0.1864,0.1796,0.1423,,,18.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|model-dog,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,model-dog,2023,24.0,7.0,17.0,-18.3333,-68.5417,36.7083,0.6247,0.6113,0.0133,0.217,0.2107,0.1311,,,24.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|model-dog,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,model-dog,2024,23.0,6.0,17.0,-34.7391,-77.5652,16.4348,0.6079,0.5869,0.021,0.2088,0.199,0.1483,,,23.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|both,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,both,pooled_2022_2024,137.0,58.0,79.0,-18.6569,-35.438,-1.3066,0.6341,0.6219,0.0122,0.2222,0.2161,0.0379,,,137.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|both,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,both,2022,46.0,22.0,24.0,-14.5435,-40.3913,14.4783,0.5942,0.5914,0.0028,0.2033,0.2017,0.0583,,,46.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|both,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,both,2023,45.0,20.0,25.0,-9.4444,-41.3111,20.7333,0.6237,0.6202,0.0035,0.2172,0.2149,0.0578,,,45.0,100.0,0.0
edge3-8|agree-with-pinnacle|all|ATP-non-Slam|both,3.0,8.0,agree-with-pinnacle,all,ATP-non-Slam,both,2024,46.0,16.0,30.0,-31.7826,-60.087,-4.5435,0.6843,0.6542,0.0301,0.2459,0.2317,0.0322,,,46.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP250|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,model-fav,pooled_2022_2024,8.0,3.0,5.0,-24.125,-75.25,50.375,0.7099,0.6915,0.0185,0.2584,0.2492,0.1537,,,8.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP250|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,model-fav,2022,2.0,1.0,1.0,-0.5,,,0.6813,0.6763,0.005,0.2441,0.2416,0.0236,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP250|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,model-fav,2023,1.0,0.0,1.0,-100.0,,,0.7311,0.6506,0.0805,0.269,0.2287,0.5186,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP250|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,model-fav,2024,5.0,2.0,3.0,-18.4,-100.0,65.6,0.7171,0.7057,0.0115,0.262,0.2562,0.1327,,,5.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP250|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP250|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP250|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP250|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP250|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,both,pooled_2022_2024,8.0,3.0,5.0,-24.125,-75.25,50.5,0.7099,0.6915,0.0185,0.2584,0.2492,0.1537,,,8.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP250|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,both,2022,2.0,1.0,1.0,-0.5,,,0.6813,0.6763,0.005,0.2441,0.2416,0.0236,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP250|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,both,2023,1.0,0.0,1.0,-100.0,,,0.7311,0.6506,0.0805,0.269,0.2287,0.5186,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP250|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP250,both,2024,5.0,2.0,3.0,-18.4,-100.0,65.6,0.7171,0.7057,0.0115,0.262,0.2562,0.1327,,,5.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP500|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,model-fav,pooled_2022_2024,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP500|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,model-fav,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP500|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,model-fav,2023,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP500|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,model-fav,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP500|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP500|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP500|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP500|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP500|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,both,pooled_2022_2024,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP500|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,both,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP500|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,both,2023,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP500|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP500,both,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,model-fav,pooled_2022_2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|Masters1000|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,model-fav,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,model-fav,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,model-fav,2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|Masters1000|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|both,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,both,pooled_2022_2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|Masters1000|both,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,both,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|both,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,both,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|Masters1000|both,3.0,8.0,disagree-with-pinnacle,high-only,Masters1000,both,2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,model-fav,pooled_2022_2024,11.0,4.0,7.0,-26.9091,-81.9091,28.4545,0.7153,0.6926,0.0227,0.2611,0.2497,0.1703,,,11.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,model-fav,2022,2.0,1.0,1.0,-0.5,,,0.6813,0.6763,0.005,0.2441,0.2416,0.0236,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,model-fav,2023,2.0,0.0,2.0,-100.0,,,0.7648,0.6693,0.0955,0.2857,0.2381,0.5343,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|model-fav,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,model-fav,2024,7.0,3.0,4.0,-13.5714,-71.8571,46.4286,0.7109,0.7039,0.007,0.2589,0.2554,0.1082,,,7.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|model-dog,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,both,pooled_2022_2024,11.0,4.0,7.0,-26.9091,-82.0909,29.2727,0.7153,0.6926,0.0227,0.2611,0.2497,0.1703,,,11.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,both,2022,2.0,1.0,1.0,-0.5,,,0.6813,0.6763,0.005,0.2441,0.2416,0.0236,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,both,2023,2.0,0.0,2.0,-100.0,,,0.7648,0.6693,0.0955,0.2857,0.2381,0.5343,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high-only|ATP-non-Slam|both,3.0,8.0,disagree-with-pinnacle,high-only,ATP-non-Slam,both,2024,7.0,3.0,4.0,-13.5714,-71.8571,70.8571,0.7109,0.7039,0.007,0.2589,0.2554,0.1082,,,7.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP250|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,model-fav,pooled_2022_2024,8.0,3.0,5.0,-24.125,-75.25,50.25,0.7099,0.6915,0.0185,0.2584,0.2492,0.1537,,,8.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP250|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,model-fav,2022,2.0,1.0,1.0,-0.5,,,0.6813,0.6763,0.005,0.2441,0.2416,0.0236,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP250|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,model-fav,2023,1.0,0.0,1.0,-100.0,,,0.7311,0.6506,0.0805,0.269,0.2287,0.5186,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP250|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,model-fav,2024,5.0,2.0,3.0,-18.4,-100.0,65.6,0.7171,0.7057,0.0115,0.262,0.2562,0.1327,,,5.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP250|model-dog,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP250|model-dog,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP250|model-dog,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP250|model-dog,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP250|both,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,both,pooled_2022_2024,8.0,3.0,5.0,-24.125,-100.0,51.75,0.7099,0.6915,0.0185,0.2584,0.2492,0.1537,,,8.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP250|both,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,both,2022,2.0,1.0,1.0,-0.5,,,0.6813,0.6763,0.005,0.2441,0.2416,0.0236,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP250|both,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,both,2023,1.0,0.0,1.0,-100.0,,,0.7311,0.6506,0.0805,0.269,0.2287,0.5186,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP250|both,3.0,8.0,disagree-with-pinnacle,high+medium,ATP250,both,2024,5.0,2.0,3.0,-18.4,-100.0,65.6,0.7171,0.7057,0.0115,0.262,0.2562,0.1327,,,5.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP500|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,model-fav,pooled_2022_2024,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP500|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,model-fav,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP500|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,model-fav,2023,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP500|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,model-fav,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP500|model-dog,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP500|model-dog,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP500|model-dog,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP500|model-dog,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP500|both,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,both,pooled_2022_2024,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP500|both,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,both,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|ATP500|both,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,both,2023,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|ATP500|both,3.0,8.0,disagree-with-pinnacle,high+medium,ATP500,both,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|Masters1000|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,Masters1000,model-fav,pooled_2022_2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge3-8|disagree-with-pinnacle|high+medium|Masters1000|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,Masters1000,model-fav,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge3-8|disagree-with-pinnacle|high+medium|Masters1000|model-fav,3.0,8.0,disagree-with-pinnacle,high+medium,Masters1000,model-fav,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
